0,order_id,quantity,item_name,choice_description,item_price
1013,415,1,Chips and Guacamole,,$4.45 
1014,416,1,Steak Burrito,[Tomatillo Red Chili Salsa],$9.25 
1015,416,1,Chicken Bowl,[Fresh Tomato Salsa],$8.75 
1016,417,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",$8.99 
1017,417,1,Side of Chips,,$1.69 
1018,418,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]",$17.50 
1019,419,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
1020,419,1,Barbacoa Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]",$8.99 
1021,419,1,Steak Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.99 
1022,420,1,Chicken Burrito,"[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 
1023,420,1,Chips and Guacamole,,$4.45 
1024,421,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
1025,421,1,Chips and Guacamole,,$4.45 
1026,422,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
1027,422,1,6 Pack Soft Drink,[Sprite],$6.49 
1028,423,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
1029,423,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
1030,424,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]",$8.49 
1031,424,1,Canned Soda,[Diet Dr. Pepper],$1.09 
1032,424,1,Side of Chips,,$1.69 
1033,425,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",$9.25 
1034,425,1,Chips and Guacamole,,$4.45 
1035,426,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
1036,426,1,Canned Soft Drink,[Coke],$1.25 
1037,426,1,Chips and Fresh Tomato Salsa,,$2.95 
1038,427,1,Chips and Guacamole,,$3.99 
1039,427,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]",$8.49 
1040,428,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce, Guacamole]]",$11.75 
1041,428,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Guacamole]]",$11.75 
1042,428,1,Chips,,$2.15 
1043,429,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Guacamole]]",$11.48 
1044,430,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 
1045,430,1,Chips,,$2.15 
1046,430,1,Canned Soft Drink,[Diet Coke],$1.25 
1047,431,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
1048,431,1,Chips,,$2.15 
1049,431,1,Canned Soft Drink,[Sprite],$1.25 
1050,432,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 
1051,432,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",$8.75 
1052,432,1,6 Pack Soft Drink,[Coke],$6.49 
1053,433,1,Side of Chips,,$1.69 
1054,433,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
1055,434,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",$8.75 
1056,434,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]",$11.75 
1057,435,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 
1058,435,1,Canned Soda,[Mountain Dew],$1.09 
1059,436,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",$8.49 
1060,436,1,Izze,[Clementine],$3.39 
1061,437,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 
1062,437,1,Chips,,$2.15 
1063,437,1,Canned Soft Drink,[Diet Coke],$1.25 
1064,438,1,Carnitas Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$11.48 
1065,438,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
1066,439,1,Chicken Salad,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
1067,439,1,Chicken Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
1068,440,1,Chips and Roasted Chili Corn Salsa,,$2.95 
1069,440,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",$9.25 
1070,440,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
1071,441,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1072,441,1,Chips and Guacamole,,$4.45 
1073,442,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream, Guacamole]]",$11.48 
1074,443,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
1075,443,1,Veggie Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
1076,443,1,Chips and Guacamole,,$4.45 
1077,444,1,Side of Chips,,$1.69 
1078,444,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
1079,445,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",$8.75 
1080,445,1,Chips and Guacamole,,$4.45 
1081,445,1,Bottled Water,,$1.50 
1082,446,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.75 
1083,446,1,Chips,,$2.15 
1084,447,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]",$8.99 
1085,447,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
1086,448,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",$8.75 
1087,448,1,Chips and Fresh Tomato Salsa,,$2.95 
1088,448,1,Canned Soft Drink,[Coke],$1.25 
1089,449,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
1090,449,1,Chips,,$2.15 
1091,449,1,Canned Soft Drink,[Diet Coke],$1.25 
1092,450,2,Canned Soda,[Dr. Pepper],$2.18 
1093,450,2,Canned Soda,[Coca Cola],$2.18 
1094,450,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Guacamole]]",$11.48 
1095,451,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$8.75 
1096,451,1,Chips and Fresh Tomato Salsa,,$2.95 
1097,451,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]",$11.75 
1098,452,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1099,452,1,Canned Soft Drink,[Diet Coke],$1.25 
1100,453,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Cheese]]",$10.58 
1101,454,1,Barbacoa Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",$8.99 
1102,454,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
1103,455,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
1104,455,1,Chips and Guacamole,,$4.45 
1105,456,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1106,456,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.25 
1107,457,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",$17.50 
1108,457,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",$8.75 
1109,458,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 
1110,458,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",$8.75 
1111,459,2,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]",$22.50 
1112,460,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
1113,460,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
1114,460,1,Chips and Guacamole,,$4.45 
1115,461,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",$11.75 
1116,461,1,Canned Soft Drink,[Diet Coke],$1.25 
1117,462,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1118,462,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1119,462,1,Chips and Fresh Tomato Salsa,,$2.95 
1120,463,1,Barbacoa Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
1121,463,1,Side of Chips,,$1.69 
1122,464,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 
1123,464,1,Chips and Guacamole,,$4.45 
1124,465,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
1125,465,1,6 Pack Soft Drink,[Coke],$6.49 
1126,466,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",$8.75 
1127,466,1,Chips and Guacamole,,$4.45 
1128,466,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
1129,467,1,Chips and Guacamole,,$4.45 
1130,467,1,Barbacoa Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
1131,467,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
1132,468,1,Chips and Guacamole,,$4.45 
1133,468,1,Carnitas Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]",$11.89 
1134,468,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1135,469,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1136,469,1,Chips and Fresh Tomato Salsa,,$2.95 
1137,469,1,Bottled Water,,$1.50 
1138,470,1,Chips and Guacamole,,$4.45 
1139,470,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",$8.75 
1140,471,1,Steak Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.99 
1141,471,1,Bottled Water,,$1.09 
1142,471,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
1143,471,1,Canned Soda,[Dr. Pepper],$1.09 
1144,471,1,Chips and Guacamole,,$3.99 
1145,472,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Fajita Veggies, Cheese, Guacamole]]",$11.48 
1146,472,1,Veggie Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
1147,473,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
1148,473,1,Chips and Guacamole,,$4.45 
1149,474,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce]]",$11.48 
1150,475,1,Barbacoa Soft Tacos,"[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Lettuce]]",$9.25 
1151,475,1,Chips and Roasted Chili Corn Salsa,,$2.95 
1152,475,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",$9.25 
1153,476,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
1154,476,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
1155,477,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",$8.99 
1156,477,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",$8.49 
1157,478,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",$8.75 
1158,478,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
1159,478,1,Chips and Guacamole,,$4.45 
1160,478,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.89 
1161,479,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese]]",$10.58 
1162,479,1,Chicken Burrito,"[Fresh Tomato (Mild), [Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese]]",$8.19 
1163,479,1,Side of Chips,,$1.69 
1164,480,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 
1165,480,1,Chips,,$2.15 
1166,480,1,Canned Soft Drink,[Diet Coke],$1.25 
1167,481,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 
1168,481,1,6 Pack Soft Drink,[Coke],$6.49 
1169,481,1,Steak Crispy Tacos,"[Tomatillo Red Chili Salsa, Rice]",$9.25 
1170,481,1,Chips,,$2.15 
1171,482,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",$8.75 
1172,482,1,Chips and Guacamole,,$4.45 
1173,482,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
1174,482,1,Canned Soft Drink,[Coke],$1.25 
1175,483,1,Barbacoa Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]]",$11.48 
1176,483,1,Barbacoa Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
1177,484,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream]]",$8.99 
1178,484,2,Bottled Water,,$2.18 
1179,485,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies]]",$8.49 
1180,485,1,Barbacoa Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies]]",$8.99 
1181,485,1,Chips and Roasted Chili-Corn Salsa,,$2.39 
1182,485,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
1183,485,2,Bottled Water,,$2.18 
1184,486,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",$8.75 
1185,486,1,Chips and Guacamole,,$4.45 
1186,487,1,Chicken Burrito,"[Fresh Tomato Salsa, [Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream]]",$11.25 
1187,487,1,Carnitas Soft Tacos,[Roasted Chili Corn Salsa],$9.25 
1188,488,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",$9.25 
1189,488,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
1190,488,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1191,488,1,Chips and Guacamole,,$4.45 
1192,488,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
1193,488,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1194,489,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
1195,489,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream]]",$8.49 
1196,490,1,Carnitas Crispy Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Fajita Veggies, Cheese, Lettuce]]",$8.99 
1197,490,1,Side of Chips,,$1.69 
1198,491,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",$9.25 
1199,491,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]",$11.25 
1200,491,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1201,491,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream]]",$9.25 
1202,491,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",$8.75 
1203,491,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",$11.75 
1204,491,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",$8.75 
1205,491,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
1206,491,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.25 
1207,491,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]",$11.25 
1208,492,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 
1209,493,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1210,493,1,Chips and Guacamole,,$4.45 
1211,494,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 
1212,494,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Sour Cream]]",$8.49 
1213,495,1,Carnitas Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
1214,495,1,Izze,[Clementine],$3.39 
1215,496,1,Chips and Guacamole,,$3.99 
1216,496,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Lettuce]]",$8.99 
1217,496,1,Canned Soda,[Diet Coke],$1.09 
1218,496,1,Canned Soda,[Diet Dr. Pepper],$1.09 
1219,496,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
1220,497,2,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Rice, Black Beans]]",$17.50 
1221,497,1,Chips and Guacamole,,$4.45 
1222,498,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]",$11.25 
1223,498,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]]",$11.25 
1224,498,1,Chips and Guacamole,,$4.45 
1225,499,1,Steak Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",$9.25 
1226,499,1,Chips and Guacamole,,$4.45 
1227,500,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 
1228,500,1,Chips,,$2.15 
1229,500,1,Canned Soft Drink,[Diet Coke],$1.25 
1230,501,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.89 
1231,501,1,Chips and Fresh Tomato Salsa,,$2.95 
1232,502,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1233,502,1,Canned Soft Drink,[Diet Coke],$1.25 
1234,503,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1235,503,1,Chips and Guacamole,,$4.45 
1236,504,1,Barbacoa Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]]",$11.48 
1237,504,1,Barbacoa Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
1238,505,1,Chips and Fresh Tomato Salsa,,$2.95 
1239,505,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
1240,506,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$8.75 
1241,506,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
1242,506,1,Chips and Fresh Tomato Salsa,,$2.95 
1243,507,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1244,507,1,Canned Soft Drink,[Lemonade],$1.25 
1245,507,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 
1246,507,1,Canned Soft Drink,[Lemonade],$1.25 
1247,508,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese]]",$8.99 
1248,508,1,Chips and Fresh Tomato Salsa,,$2.39 
1249,509,1,Canned Soft Drink,[Diet Coke],$1.25 
1250,509,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 
1251,509,1,Canned Soft Drink,[Coke],$1.25 
1252,509,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
1253,510,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
1254,510,1,Chips and Guacamole,,$3.99 
1255,511,4,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$35.00 
1256,511,3,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$27.75 
1257,511,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$8.75 
1258,511,4,Chips and Fresh Tomato Salsa,,$11.80 
1259,511,2,Chips and Guacamole,,$8.90 
1260,511,2,Chips and Tomatillo Green Chili Salsa,,$5.90 
1261,511,1,6 Pack Soft Drink,[Coke],$6.49 
1262,512,1,Veggie Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
1263,513,2,Steak Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Sour Cream]]",$17.98 
1264,513,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
1265,514,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$9.25 
1266,514,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans]]",$8.75 
1267,514,1,Chips,,$2.15 
1268,515,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",$8.75 
1269,515,1,Chips and Guacamole,,$4.45 
1270,516,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]]",$8.49 
1271,516,1,Side of Chips,,$1.69 
1272,517,1,Chicken Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Cheese]]",$8.19 
1273,517,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Sour Cream, Cheese]]",$8.69 
1274,518,1,Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
1275,519,1,Chips and Guacamole,,$3.99 
1276,519,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
1277,519,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
